timestamp,gas,temperature,humidity,magnitude,protocol
2025-10-06 12:11:49,727.9,28.0,72.0,5.34,HTTP
2025-10-06 12:11:54,727.9,28.0,72.0,5.33,HTTP
2025-10-06 12:11:59,727.9,28.0,72.0,5.33,HTTP
2025-10-06 12:12:04,727.77,28.0,72.0,5.32,HTTP
2025-10-06 12:12:09,727.77,28.0,72.0,5.32,HTTP
2025-10-06 12:12:17,726.09,28.0,72.0,5.33,HTTP
2025-10-06 12:12:19,726.09,28.0,72.0,5.33,HTTP
2025-10-06 12:12:24,723.51,28.0,72.0,5.35,HTTP
2025-10-06 12:12:29,723.51,28.0,72.0,5.35,HTTP
2025-10-06 12:12:34,720.8,28.5,72.0,5.34,HTTP
2025-10-06 12:12:39,720.8,28.5,72.0,5.34,HTTP
2025-10-06 12:12:44,717.19,28.5,72.0,5.38,HTTP
2025-10-06 12:12:49,717.19,28.5,72.0,5.38,HTTP
2025-10-06 12:12:54,713.97,28.5,72.0,5.37,HTTP
2025-10-06 12:12:59,713.97,28.5,72.0,5.37,HTTP
2025-10-06 12:13:04,712.69,28.5,72.0,5.36,HTTP
2025-10-06 12:13:09,712.69,28.5,72.0,5.36,HTTP
2025-10-06 12:13:14,712.94,28.5,72.0,5.4,HTTP
2025-10-06 12:13:19,712.94,28.5,72.0,5.4,HTTP
2025-10-06 12:13:24,713.46,28.5,72.0,5.41,HTTP
2025-10-06 12:13:29,713.46,28.5,72.0,5.41,HTTP
2025-10-06 12:13:34,714.23,28.5,72.0,5.4,HTTP
2025-10-06 12:13:39,714.23,28.5,72.0,5.4,HTTP
2025-10-06 12:13:44,715.13,28.5,72.0,5.36,HTTP
2025-10-06 12:13:49,715.13,28.5,72.0,5.36,HTTP
2025-10-06 12:13:54,717.7,28.5,72.0,5.38,HTTP
2025-10-06 12:13:59,717.7,28.5,72.0,5.38,HTTP
2025-10-06 12:14:04,722.34,28.5,72.0,5.34,HTTP
2025-10-06 12:14:09,722.34,28.5,72.0,5.34,HTTP
2025-10-06 12:14:14,726.61,28.5,72.0,5.35,HTTP
2025-10-06 12:14:19,726.61,28.5,72.0,5.35,HTTP
2025-10-06 12:14:24,731.01,28.5,72.0,5.35,HTTP
2025-10-06 12:14:29,731.01,28.5,72.0,5.35,HTTP
2025-10-06 12:14:34,735.29,28.5,72.0,5.35,HTTP
2025-10-06 12:14:39,735.29,28.5,72.0,5.35,HTTP
2025-10-06 12:14:44,737.5,28.5,72.0,5.34,HTTP
2025-10-06 12:14:49,737.5,28.5,72.0,5.34,HTTP
2025-10-06 12:14:54,739.19,28.5,72.0,5.33,HTTP
2025-10-06 12:14:59,739.19,28.5,72.0,5.33,HTTP
2025-10-06 12:15:04,740.75,28.0,72.0,5.35,HTTP
2025-10-06 12:15:09,740.75,28.0,72.0,5.35,HTTP
2025-10-06 12:15:14,742.97,28.0,72.0,5.37,HTTP
2025-10-06 12:15:19,742.97,28.0,72.0,5.37,HTTP
2025-10-06 12:15:24,745.31,28.0,72.0,5.38,HTTP
2025-10-06 12:15:29,745.31,28.0,72.0,5.38,HTTP
2025-10-06 12:15:34,745.05,28.0,72.0,5.34,HTTP
2025-10-06 12:15:39,745.05,28.0,72.0,5.34,HTTP
2025-10-06 12:15:44,744.14,28.0,72.0,5.31,HTTP
2025-10-06 12:15:49,744.14,28.0,72.0,5.31,HTTP
2025-10-06 12:15:54,744.01,28.0,72.0,5.41,HTTP
2025-10-06 12:15:59,744.01,28.0,72.0,5.41,HTTP
2025-10-06 12:16:04,743.23,28.0,72.0,5.33,HTTP
2025-10-06 12:16:09,743.23,28.0,72.0,5.33,HTTP
2025-10-06 12:16:14,742.84,28.0,72.0,5.39,HTTP
2025-10-06 12:16:19,742.84,28.0,72.0,5.39,HTTP
2025-10-06 12:16:24,741.79,28.0,72.0,5.39,HTTP
2025-10-06 12:16:29,741.79,28.0,72.0,5.33,HTTP
2025-10-06 12:16:34,741.79,28.0,72.0,5.33,HTTP
2025-10-06 12:16:39,741.92,28.0,72.0,5.42,HTTP
2025-10-06 12:16:44,741.92,28.0,72.0,5.42,HTTP
2025-10-06 12:16:49,742.05,28.0,72.0,5.43,HTTP
2025-10-06 12:16:54,742.05,28.0,72.0,5.43,HTTP
2025-10-06 12:16:59,741.79,28.0,72.0,5.41,HTTP
2025-10-06 12:17:04,741.79,28.0,72.0,5.41,HTTP
2025-10-06 12:17:09,740.75,28.0,72.0,5.37,HTTP
2025-10-06 12:17:14,740.75,28.0,72.0,5.37,HTTP
2025-10-06 12:17:19,741.53,28.0,72.0,5.33,HTTP
2025-10-06 12:17:24,741.53,28.0,72.0,5.33,HTTP
2025-10-06 12:17:29,741.92,28.0,72.0,5.33,HTTP
2025-10-06 12:17:34,741.92,28.0,72.0,5.33,HTTP
2025-10-06 12:17:39,741.4,28.0,72.0,5.34,HTTP
2025-10-06 12:17:44,741.4,28.0,72.0,5.34,HTTP
2025-10-06 12:17:49,741.53,28.0,72.0,5.34,HTTP
2025-10-06 12:17:54,741.53,28.0,72.0,5.34,HTTP
2025-10-06 12:17:59,741.66,28.0,72.0,5.34,HTTP
2025-10-06 12:18:04,741.66,28.0,72.0,5.34,HTTP
2025-10-06 12:18:09,742.7,28.0,72.0,5.36,HTTP
2025-10-06 12:18:14,742.7,28.0,72.0,5.36,HTTP
2025-10-06 12:18:19,742.97,28.0,72.0,5.36,HTTP
2025-10-06 12:18:24,742.97,28.0,72.0,5.36,HTTP
2025-10-06 12:18:29,743.49,28.0,73.0,5.38,HTTP
2025-10-06 12:18:34,743.49,28.0,73.0,5.38,HTTP
2025-10-06 12:18:39,744.4,27.6,74.0,5.43,HTTP
2025-10-06 12:18:44,744.4,27.6,74.0,5.43,HTTP
2025-10-06 12:18:49,745.57,27.6,74.0,5.41,HTTP
2025-10-06 12:18:54,745.57,27.6,74.0,5.41,HTTP
2025-10-06 12:18:59,745.97,27.6,74.0,5.34,HTTP
2025-10-06 12:19:04,745.97,27.6,74.0,5.34,HTTP
2025-10-06 12:19:09,746.49,27.6,74.0,5.39,HTTP
2025-10-06 12:19:14,746.49,27.6,74.0,5.39,HTTP
2025-10-06 12:19:19,746.75,27.6,74.0,5.4,HTTP
2025-10-06 12:19:24,746.75,27.6,74.0,5.4,HTTP
2025-10-06 12:19:29,747.01,27.6,75.0,5.35,HTTP
2025-10-06 12:19:34,747.01,27.6,75.0,5.35,HTTP
2025-10-06 12:19:39,747.67,27.6,75.0,5.43,HTTP
2025-10-06 12:19:44,747.67,27.6,75.0,5.43,HTTP
2025-10-06 12:19:49,746.49,27.6,75.0,5.34,HTTP
2025-10-06 12:19:54,746.49,27.6,75.0,5.34,HTTP
2025-10-06 12:20:03,745.57,27.6,75.0,5.35,HTTP
2025-10-06 12:36:42,735.29,27.6,75.0,5.46,HTTP
2025-10-06 12:36:45,731.92,27.6,75.0,5.22,HTTP
2025-10-06 12:36:50,731.92,27.6,75.0,5.22,HTTP
2025-10-06 12:36:55,733.34,27.6,75.0,5.01,HTTP
2025-10-06 12:37:19,731.14,0.0,0.0,0.0,HTTP
2025-10-06 13:50:45,244.81,0.0,0.0,0.0,HTTP
2025-10-06 13:50:46,244.81,27.6,61.0,0.0,HTTP
2025-10-06 13:50:51,398.57,27.6,60.0,4.34,HTTP
2025-10-06 13:50:56,398.57,27.6,60.0,4.34,HTTP
2025-10-06 13:51:01,457.38,27.6,60.0,4.85,HTTP
2025-10-06 13:51:06,457.38,27.6,60.0,4.85,HTTP
2025-10-06 13:51:11,511.6,27.1,61.0,5.04,HTTP
2025-10-06 13:51:19,511.6,27.1,61.0,5.04,HTTP
2025-10-06 13:51:21,563.35,27.1,61.0,5.12,HTTP
2025-10-06 13:51:26,563.35,27.1,61.0,5.12,HTTP
2025-10-06 13:51:31,613.89,27.1,61.0,5.18,HTTP
2025-10-06 13:51:36,613.89,27.1,61.0,5.18,HTTP
2025-10-06 13:51:41,664.11,27.1,61.0,5.2,HTTP
2025-10-06 13:51:46,664.11,27.1,61.0,5.2,HTTP
2025-10-06 13:51:51,714.74,27.1,61.0,5.21,HTTP
2025-10-06 13:51:56,714.74,27.1,61.0,5.21,HTTP
2025-10-06 13:52:01,766.59,27.1,60.0,5.23,HTTP
2025-10-06 13:52:06,766.59,27.1,60.0,5.23,HTTP
2025-10-06 13:52:11,764.08,27.1,60.0,5.24,HTTP
2025-10-06 13:52:16,764.08,27.1,60.0,5.24,HTTP
2025-10-06 13:52:21,763.16,27.1,60.0,5.24,HTTP
2025-10-06 13:52:26,763.16,27.1,60.0,5.24,HTTP
2025-10-06 13:52:31,762.89,27.1,60.0,5.26,HTTP
2025-10-06 13:52:36,762.89,27.1,60.0,5.26,HTTP
2025-10-06 13:52:41,762.63,27.1,60.0,5.29,HTTP
2025-10-06 13:52:46,762.63,27.1,60.0,5.29,HTTP
2025-10-06 13:53:27,761.97,27.1,60.0,5.29,HTTP
2025-10-06 13:53:31,761.71,27.1,60.0,5.29,HTTP
2025-10-06 13:53:36,761.71,27.1,60.0,5.29,HTTP
2025-10-06 13:53:41,761.31,27.1,61.0,5.29,HTTP
2025-10-06 13:53:46,761.31,27.1,61.0,5.29,HTTP
2025-10-06 13:53:54,761.05,27.1,60.0,5.28,HTTP
2025-10-06 13:53:56,761.05,27.1,60.0,5.28,HTTP
2025-10-06 13:54:01,760.78,27.1,60.0,5.27,HTTP
2025-10-06 13:54:06,760.78,27.1,60.0,5.27,HTTP
2025-10-06 13:54:11,760.65,27.1,60.0,5.27,HTTP
2025-10-06 13:54:16,760.65,27.1,60.0,5.27,HTTP
2025-10-06 13:54:21,760.65,27.1,60.0,5.27,HTTP
2025-10-06 13:54:26,760.65,27.1,60.0,5.27,HTTP
2025-10-06 13:54:31,760.78,27.1,60.0,5.27,HTTP
2025-10-06 13:54:36,760.78,27.1,60.0,5.27,HTTP
2025-10-06 13:54:41,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:54:46,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:54:51,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:54:56,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:55:01,760.78,27.1,59.0,5.25,HTTP
2025-10-06 13:55:06,760.78,27.1,59.0,5.25,HTTP
2025-10-06 13:55:11,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:55:16,760.78,27.1,60.0,5.26,HTTP
2025-10-06 13:55:21,760.92,27.1,60.0,5.26,HTTP
2025-10-06 13:55:26,760.92,27.1,60.0,5.26,HTTP
2025-10-06 13:55:31,760.92,27.1,60.0,5.25,HTTP
2025-10-06 13:55:36,760.92,27.1,60.0,5.25,HTTP
2025-10-06 13:55:41,761.57,27.1,60.0,5.26,HTTP
2025-10-06 13:55:46,761.57,27.1,60.0,5.26,HTTP
2025-10-06 13:55:51,761.97,27.1,60.0,5.25,HTTP
2025-10-06 13:55:56,761.97,27.1,60.0,5.25,HTTP
2025-10-06 13:56:01,762.37,27.1,60.0,5.23,HTTP
2025-10-06 13:56:06,762.37,27.1,60.0,5.23,HTTP
2025-10-06 13:56:11,762.76,27.1,59.0,5.24,HTTP
2025-10-06 13:56:16,762.76,27.1,59.0,5.24,HTTP
2025-10-06 13:56:21,763.16,27.1,59.0,5.23,HTTP
2025-10-06 13:56:26,763.16,27.1,59.0,5.23,HTTP
2025-10-06 13:56:31,763.55,27.1,59.0,5.24,HTTP
2025-10-06 13:56:36,763.55,27.1,59.0,5.24,HTTP
2025-10-06 13:56:41,763.95,27.1,59.0,5.24,HTTP
2025-10-06 13:56:46,763.95,27.1,59.0,5.24,HTTP
2025-10-06 13:56:51,764.61,27.1,59.0,5.24,HTTP
2025-10-06 13:56:56,764.61,27.1,59.0,5.24,HTTP
2025-10-06 13:57:01,765.0,27.1,59.0,5.22,HTTP
2025-10-06 13:57:06,765.0,27.1,59.0,5.22,HTTP
2025-10-06 13:57:11,765.66,27.1,59.0,5.22,HTTP
2025-10-06 13:57:16,765.66,27.1,59.0,5.22,HTTP
2025-10-06 13:57:21,765.66,27.1,59.0,5.22,HTTP
2025-10-06 13:57:26,765.66,27.1,59.0,5.22,HTTP
2025-10-06 13:57:31,765.8,27.1,59.0,5.23,HTTP
2025-10-06 13:57:36,765.8,27.1,59.0,5.23,HTTP
2025-10-06 13:57:41,765.93,27.1,60.0,5.23,HTTP
2025-10-06 13:57:46,765.93,27.1,60.0,5.23,HTTP
2025-10-06 13:57:57,765.93,27.1,59.0,5.23,HTTP
2025-10-06 13:58:00,765.93,27.1,59.0,5.23,HTTP
2025-10-06 13:58:01,765.93,27.1,59.0,5.23,HTTP
2025-10-06 14:00:41,771.35,27.1,59.0,5.23,HTTP
2025-10-06 14:00:45,771.35,27.1,59.0,5.23,HTTP
2025-10-06 14:00:50,771.49,27.1,59.0,5.22,HTTP
2025-10-06 14:00:55,771.62,27.1,59.0,5.23,HTTP
2025-10-06 14:01:00,771.62,27.1,59.0,5.23,HTTP
2025-10-06 14:01:05,771.62,27.1,59.0,5.23,HTTP
2025-10-06 14:01:10,771.62,27.1,59.0,5.23,HTTP
2025-10-06 14:01:15,771.62,27.1,59.0,5.22,HTTP
2025-10-06 14:01:20,771.62,27.1,59.0,5.22,HTTP
2025-10-06 14:01:25,771.62,27.1,59.0,5.21,HTTP
2025-10-06 14:01:30,771.62,27.1,59.0,5.21,HTTP
2025-10-06 14:01:35,771.62,27.1,59.0,5.2,HTTP
2025-10-06 14:01:40,771.62,27.1,59.0,5.2,HTTP
2025-10-06 14:01:45,771.75,27.1,59.0,5.2,HTTP
2025-10-06 14:01:50,771.75,27.1,59.0,5.2,HTTP
2025-10-06 14:01:55,771.89,27.1,59.0,5.2,HTTP
2025-10-06 14:02:00,771.89,27.1,59.0,5.2,HTTP
2025-10-06 14:02:05,772.02,27.1,59.0,5.2,HTTP
2025-10-06 14:02:10,772.02,27.1,59.0,5.2,HTTP
2025-10-06 14:02:15,770.69,27.1,59.0,5.23,HTTP
2025-10-06 14:02:20,770.69,27.1,59.0,5.23,HTTP
2025-10-06 14:02:25,772.02,27.1,59.0,5.23,HTTP
2025-10-06 14:02:30,772.02,27.1,59.0,5.23,HTTP
2025-10-06 14:02:35,773.34,27.1,59.0,5.22,HTTP
2025-10-06 14:02:40,773.34,27.1,59.0,5.22,HTTP
2025-10-06 14:02:45,774.81,27.1,59.0,5.21,HTTP
2025-10-06 14:02:50,774.81,27.1,59.0,5.21,HTTP
2025-10-06 14:02:55,776.27,27.1,59.0,5.21,HTTP
2025-10-06 14:03:01,776.27,27.1,59.0,5.21,HTTP
2025-10-06 14:03:05,777.6,27.1,59.0,5.2,HTTP
2025-10-06 14:03:10,777.6,27.1,59.0,5.2,HTTP
2025-10-06 14:03:16,778.93,27.1,59.0,5.13,HTTP
2025-10-06 14:03:20,778.93,27.1,59.0,5.13,HTTP
2025-10-06 14:03:25,780.0,27.1,59.0,5.13,HTTP
2025-10-06 14:03:30,780.0,27.1,59.0,5.23,HTTP
2025-10-06 14:03:36,780.93,27.1,59.0,5.22,HTTP
2025-10-06 14:03:41,780.93,27.1,59.0,5.22,HTTP
2025-10-06 14:03:45,782.26,27.1,59.0,5.21,HTTP
2025-10-06 14:03:50,782.26,27.1,59.0,5.21,HTTP
2025-10-06 14:03:55,785.34,27.1,59.0,5.19,HTTP
2025-10-06 14:04:00,785.34,27.1,59.0,5.19,HTTP
2025-10-06 14:04:05,785.61,27.1,58.0,5.21,HTTP
2025-10-06 14:04:10,785.61,27.1,58.0,5.21,HTTP
2025-10-06 14:04:15,785.74,27.1,59.0,5.21,HTTP
2025-10-06 14:04:20,785.74,27.1,59.0,5.21,HTTP
2025-10-06 14:04:25,785.87,27.1,59.0,5.22,HTTP
2025-10-06 14:04:30,785.87,27.1,59.0,5.22,HTTP
2025-10-06 14:04:35,786.01,27.1,59.0,5.24,HTTP
2025-10-06 14:04:40,786.01,27.1,59.0,5.24,HTTP
2025-10-06 14:04:45,786.14,27.1,59.0,5.21,HTTP
2025-10-06 14:04:50,786.14,27.1,59.0,5.21,HTTP
2025-10-06 14:04:55,786.28,27.1,59.0,5.2,HTTP
2025-10-06 14:05:00,786.28,27.1,59.0,5.2,HTTP
2025-10-06 14:05:11,786.54,27.1,59.0,5.21,HTTP
2025-10-06 14:05:11,786.54,27.1,59.0,5.21,HTTP
2025-10-06 14:05:16,787.08,27.1,58.0,5.19,HTTP
2025-10-06 14:05:21,787.08,27.1,58.0,5.19,HTTP
2025-10-06 14:05:26,787.21,27.1,58.0,5.17,HTTP
2025-10-06 14:05:31,787.21,27.1,58.0,5.17,HTTP
2025-10-06 14:05:36,787.08,27.1,58.0,5.18,HTTP
2025-10-06 14:05:41,787.08,27.1,58.0,5.18,HTTP
2025-10-06 14:05:49,787.08,27.1,58.0,5.17,HTTP
2025-10-06 14:05:51,787.08,27.1,58.0,5.17,HTTP
2025-10-06 14:05:56,787.48,27.1,58.0,5.16,HTTP
2025-10-06 14:06:01,787.48,27.1,58.0,5.16,HTTP
2025-10-06 14:06:06,787.62,27.1,58.0,5.18,HTTP
2025-10-06 14:06:11,787.62,27.1,58.0,5.18,HTTP
2025-10-06 14:06:16,787.75,27.1,58.0,5.17,HTTP
2025-10-06 14:06:21,787.75,27.1,58.0,5.17,HTTP
2025-10-06 14:06:26,787.88,27.1,58.0,5.18,HTTP
2025-10-06 14:06:31,787.88,27.1,58.0,5.18,HTTP
2025-10-06 14:06:36,788.02,27.1,58.0,5.17,HTTP
2025-10-06 14:06:41,788.02,27.1,58.0,5.17,HTTP
2025-10-06 14:06:46,788.15,27.1,58.0,5.19,HTTP
2025-10-06 14:06:51,788.15,27.1,58.0,5.19,HTTP
2025-10-06 14:06:56,788.15,27.1,58.0,5.2,HTTP
2025-10-06 14:07:01,788.15,27.1,58.0,5.2,HTTP
2025-10-06 14:07:06,788.15,27.1,58.0,5.18,HTTP
2025-10-06 14:07:11,788.15,27.1,58.0,5.18,HTTP
2025-10-06 14:07:16,788.15,27.1,58.0,5.18,HTTP
2025-10-06 14:07:21,788.15,27.1,58.0,5.19,HTTP
2025-10-06 14:07:26,788.15,27.1,58.0,5.19,HTTP
2025-10-06 14:07:31,788.15,27.1,58.0,5.19,HTTP
2025-10-06 14:07:36,787.88,27.1,58.0,5.17,HTTP
2025-10-06 14:07:41,787.88,27.1,58.0,5.17,HTTP
2025-10-06 14:07:46,787.88,27.1,58.0,5.15,HTTP
2025-10-06 14:07:51,787.88,27.1,58.0,5.15,HTTP
2025-10-06 14:07:56,787.88,27.1,58.0,5.15,HTTP
2025-10-06 14:08:01,787.88,27.1,58.0,5.15,HTTP
2025-10-06 14:08:06,787.88,27.1,58.0,5.16,HTTP
2025-10-06 14:08:11,787.88,27.1,58.0,5.16,HTTP
2025-10-06 14:08:16,788.02,27.1,58.0,5.16,HTTP
2025-10-06 14:08:21,788.02,27.1,58.0,5.16,HTTP
2025-10-06 14:08:26,788.15,27.1,58.0,5.13,HTTP
2025-10-06 14:08:31,788.15,27.1,58.0,5.13,HTTP
2025-10-06 14:08:36,788.29,27.1,58.0,5.13,HTTP
2025-10-06 14:08:41,788.29,27.1,58.0,5.13,HTTP
2025-10-06 14:08:46,788.42,27.1,58.0,5.14,HTTP
2025-10-06 14:08:51,788.42,27.1,58.0,5.14,HTTP
2025-10-06 14:08:56,788.42,27.1,58.0,5.14,HTTP
2025-10-06 14:09:01,788.42,27.1,58.0,5.14,HTTP
2025-10-06 14:09:06,788.55,27.1,58.0,5.14,HTTP
2025-10-06 14:09:11,788.55,27.1,58.0,5.14,HTTP
2025-10-06 14:09:16,788.55,27.1,58.0,5.14,HTTP
2025-10-06 14:09:21,788.55,27.1,58.0,5.17,HTTP
2025-10-06 14:09:26,788.55,27.1,58.0,5.17,HTTP
2025-10-06 14:09:31,788.69,27.1,58.0,5.15,HTTP
2025-10-06 14:09:36,788.69,27.1,58.0,5.15,HTTP
2025-10-06 14:09:41,788.82,27.1,58.0,5.14,HTTP
2025-10-06 14:09:49,788.82,27.1,58.0,5.14,HTTP
2025-10-06 14:09:51,788.96,27.1,58.0,5.15,HTTP
2025-10-06 14:09:56,788.96,27.1,58.0,5.15,HTTP
2025-10-06 14:10:01,788.96,27.1,58.0,5.13,HTTP
2025-10-06 14:11:02,789.09,27.1,58.0,5.14,HTTP
2025-10-06 14:11:07,789.23,27.1,58.0,5.12,HTTP
2025-10-06 14:11:12,789.23,27.1,58.0,5.12,HTTP
2025-10-06 14:11:17,789.23,27.1,58.0,5.15,HTTP
2025-10-06 14:11:23,789.23,27.1,58.0,5.15,HTTP
2025-10-06 14:11:27,789.23,27.1,58.0,5.13,HTTP
2025-10-06 14:11:33,789.23,27.1,58.0,5.13,HTTP
2025-10-06 14:11:37,789.23,27.1,58.0,5.09,HTTP
2025-10-06 14:11:42,789.23,27.1,58.0,5.09,HTTP
2025-10-06 14:11:47,789.23,27.1,58.0,5.09,HTTP
2025-10-06 14:11:52,789.23,27.1,58.0,5.09,HTTP
2025-10-06 14:11:57,789.23,27.1,58.0,5.09,HTTP
2025-10-06 14:12:02,789.23,27.1,58.0,5.07,HTTP
2025-10-06 14:17:18,804.61,27.1,58.0,5.02,HTTP
2025-10-06 14:17:21,804.61,27.1,58.0,5.02,HTTP
2025-10-06 14:17:25,805.56,27.1,57.0,5.06,HTTP
2025-10-06 14:17:30,805.97,27.1,57.0,5.06,HTTP
2025-10-06 14:17:36,805.97,27.1,57.0,5.06,HTTP
2025-10-06 14:17:40,806.65,27.1,57.0,5.06,HTTP
2025-10-06 14:17:45,806.65,27.1,57.0,5.06,HTTP
2025-10-06 14:17:51,806.51,27.1,57.0,5.09,HTTP
2025-10-06 14:17:55,806.51,27.1,57.0,5.09,HTTP
2025-10-06 14:18:00,806.1,27.1,57.0,5.09,HTTP
2025-10-06 14:18:06,806.1,27.1,57.0,5.09,HTTP
2025-10-06 14:18:11,805.97,27.1,57.0,5.09,HTTP
2025-10-06 14:18:16,805.97,27.1,57.0,5.09,HTTP
2025-10-06 14:18:21,806.24,27.1,57.0,5.06,HTTP
2025-10-06 14:18:27,806.24,27.1,57.0,5.06,HTTP
